SH_Customer No,SH_Customer City,SH_Customer Post Code
0000012049,GEPPS CROSS,5094
0000012080,BLACKWOOD,5051
0000012103,MARLESTON,5033
0000012132,GILMAN,5013
0000012148,PORT ADELAIDE,5015
0000012151,SWAN REACH,5354
0000012200,WOODVILLE,5011
0000012208,Lonsdale,5160
0000012212,Osborne,5017
0000012237,Henley Beach,5022
0000012240,Osborne,5017
0000012254,MOUNT GAMBIER,5290
0000012288,KERSBROOK,5231
0000012363,CRYSTAL BROOK,5523
0000012375,ALLENBY GARDENS,5009
0000012412,GILLMAN,5013
0000012450,GILLMAN,5013
0000012465,Torrensville,5031
0000012468,PT LINCOLN,5606
0000012469,Streaky Bay,5680
0000012470,PT LINCOLN,5606
0000012471,PORT LINCOLN,5606
0000012472,PORT LINCOLN,5606
0000012473,Lock,5633
0000012474,PT LINCOLN,5606
0000012475,PT MACDONNELL,5291
0000012476,Mt Gambier,5290
0000012477,PT MACDONNELL,5291
0000012478,MILLICENT,5280
0000012479,NARACOORTE,5271
0000012480,Robe,5276
0000012481,Penola,5277
0000012482,BEACHPORT,5280
0000012483,KINGSTON,5275
0000012484,BORDERTOWN,5268
0000012485,BERRI,5343
0000012486,PARINGA,5340
0000012487,LOXTON,5333
0000012488,RENMARK,5341
0000012489,COBDOGLA,5346
0000012490,WIGLEY FLAT,5330
0000012491,WAIKERIE,5330
0000012492,CADELL,5321
0000012493,COOLTONG,5341
0000012494,GLOSSOP,5344
0000012495,MOOROOK,5332
0000012496,KINGSTON,5331
0000012497,CADELL,5321
0000012498,MONASH,5342
0000012499,MURRAY BRIDGE,5253
0000012500,MANNUM,5238
0000012501,MURRAY BRIDGE,5353
0000012502,TAILEM BEND,5260
0000012503,MURRAY BRIDGE,5253
0000012504,MURRAY BRIDGE,5252
0000012505,"JUNCTION, MONARTO",5254
0000012506,MONARTO,5254
0000012507,MYPOLONGA,5238
0000012508,WALL FLAT,5238
0000012509,MANNUM Sewage TW (SA Water),5238
0000012510,COWIRRA,5238
0000012511,POMPOOTA,5238
0000012512,JERVOIS,5259
0000012513,PT MCLEAY,5259
0000012514,MORGAN,5320
0000012515,BLANCHETOWN,5357
0000012516,SWANREACH,5354
0000012517,TUNGKILLO,5236
0000012518,UPPER PORT WAKEFIELD,5550
0000012519,GUMERCHA,5233
0000012520,WEST ANGASTON,5353
0000012521,AUBURN,5451
0000012522,BARABBA,5401
0000012523,SOUTH HOUGHTON,5131
0000012524,RED BANKS,5502
0000012525,"WAKEFIELD, WILD HORSE PLAINS",5550
0000012526,CLARENDON,5157
0000012527,HAHNDORF,5245
0000012528,HEATHFIELD,5153
0000012529,HINDMARSH VALLEY,5211
0000012530,HAHNDORF,5245
0000012531,MILANG,5256
0000012532,Myponga,5202
0000012533,STRATHALBYN,5255
0000012534,VICTOR HARBOUR,5211
0000012535,NAIRNE,5360
0000012536,TINTINARA,5266
0000012537,GUMERACHA,5233
0000012538,PARNDANA,5220
0000012539,KINGSCOTE,5223
0000012540,PENNESHAW,5222
0000012577,ROXBY DOWNS,5725
0000012578,MOUNT GAMBIER,5291
0000012579,CAVAN,5094
0000012618,TARPEENA,5277
0000012624,Mt Gambier,5290
0000012625,Mt Gambier,5290
0000012626,Mt Gambier,5290
0000012629,VIRGINIA,5120
0000012651,NANGWARRY,5277
0000016519,WOODVILLE NORTH,5012
0000016550,Melrose Park,5039
0000016572,ADELAIDE,5000
0000016578,Melrose Park,5039
0000016581,KILBURN,5017
0000016637,WAIKERIE,5330
0000016638,MANNUM,5238
0000016639,BERRI,5343
0000016655,TAILEM BEND,5260
0000016656,RENMARK,5341
0000016658,MURRAY BRIDGE,5253
0000016659,LOXTON,5333
0000016726,GILMAN,5013
0000016737,CAVAN,5094
0000016760,COBDOGLA,5346
0000016795,Devon Park,5008
