,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Document Date,Quantity in L,SH_Customer No,state
49645,7052,Wyong Shire Council,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-06,2.66,TO,N118,59247,Buttonderry Waste Management facili,2015-06,1985.0746268656717,7052,nsw
49651,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-05,1.33,TO,N118,55326,National Transport & Distribution,2015-05,992.5373134328358,8913,nsw
49656,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-04,1.0,BOX,N118,55326,National Transport & Distribution,2015-04,1000.0,8913,nsw
49657,9138,Formula Chemicals Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-04,7.0,IBC,N118,9138,Formula Chemicals Pty Ltd,2015-04,7000.0,9138,nsw
49660,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-03,1.33,TO,N118,55326,National Transport & Distribution,2015-03,992.5373134328358,8913,nsw
49667,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-01,1.33,TO,N118,55326,National Transport & Distribution,2014-12,992.5373134328358,8913,nsw
49671,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-11,1.33,TO,N118,55326,National Transport & Distribution,2014-11,992.5373134328358,8913,nsw
49677,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-10,1.33,TO,N118,55326,National Transport & Distribution,2014-10,992.5373134328358,8913,nsw
49678,53137,Robson Civil Projects Pty Limited,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-10,1.33,TO,N118,53137,Robson Civil Projects Pty Limited,2014-10,992.5373134328358,53137,nsw
49680,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-09,1.33,TO,N118,55326,National Transport & Distribution,2014-09,992.5373134328358,8913,nsw
