,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party
86363,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,5000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,5000.0,wa
86364,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86365,4590,Midland Chemicals,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,4000.0,L,W205,4591,Midland Chemicals,4000.0,wa
86367,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10000.0,L,W205,30847,KWINANA (KWRP)-W Corp,10000.0,wa
86368,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86369,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2000.0,L,W205,39378,WANNEROO 7 BORE-W Corp,2000.0,wa
86370,39247,Next Generation Clubs Australia,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2000.0,L,W205,39247,Next Generation Clubs Australia,2000.0,wa
86372,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2600.0,L,W205,39357,MT ELIZA-W Corp,2600.0,wa
86373,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,7400.0,L,W205,39388,YOKINE WTP-W Corp,7400.0,wa
86374,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,4500.0,L,W205,39318,BOLD PARK 2 WTP-W Corp,4500.0,wa
86375,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,4800.0,L,W205,39315,BALCATTA WTP-W Corp,4800.0,wa
86377,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
86380,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
86382,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86383,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86384,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86385,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86386,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86387,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10000.0,L,W205,39221,A Plus Chemicals & Fragrances,10000.0,wa
86388,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1900.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,1900.0,wa
86389,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,3000.0,L,W205,39345,L5 PUMP STN-W Corp,3000.0,wa
86392,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86393,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86394,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86395,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86397,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,5000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,5000.0,wa
86399,39942,TW Power Services,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,9000.0,L,W205,41549,Bluewater Power Station,9000.0,wa
86402,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,3000.0,L,W205,28881,BEENYUP-W Corp,3000.0,wa
86403,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86404,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86405,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2000.0,L,W205,39303,CSBP #1 AN PLANT,2000.0,wa
86406,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86408,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,4000.0,L,W205,19586,DUNSBOROUGH WWTP -W Corp,4000.0,wa
86409,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86410,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86411,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
86412,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86413,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86414,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86415,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86416,39271,St Marys Girls School,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,240.0,L,W205,39271,St Marys Girls School,240.0,wa
86417,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86419,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1800.0,L,W205,39285,Altone Park Leisure,1800.0,wa
86420,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,6100.0,L,W205,39388,YOKINE WTP-W Corp,6100.0,wa
86421,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1900.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,1900.0,wa
86422,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2000.0,L,W205,39345,L5 PUMP STN-W Corp,2000.0,wa
86423,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,700.0,L,W205,39321,BUCKLAND HILL-W Corp,700.0,wa
86424,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1800.0,L,W205,39315,BALCATTA WTP-W Corp,1800.0,wa
86426,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86427,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,5000.0,L,W205,39363,PERTH DESAL-W Corp,5000.0,wa
86428,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,5000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,5000.0,wa
86429,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86432,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,5700.0,L,W205,39388,YOKINE WTP-W Corp,5700.0,wa
86433,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2000.0,L,W205,39352,MELVILLE-W Corp,2000.0,wa
86434,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,3300.0,L,W205,39354,MIRRABOOKA (Hypo)-W Corp,3300.0,wa
86435,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2000.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,2000.0,wa
86436,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,5000.0,L,W205,39345,L5 PUMP STN-W Corp,5000.0,wa
86437,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1400.0,L,W205,39318,BOLD PARK 2 WTP-W Corp,1400.0,wa
86438,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2500.0,L,W205,39315,BALCATTA WTP-W Corp,2500.0,wa
86439,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,4500.0,L,W205,48180,BEENYUP GWRT-W Corp,4500.0,wa
86444,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86446,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86447,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86448,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86449,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86450,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86451,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10000.0,L,W205,39221,A Plus Chemicals & Fragrances,10000.0,wa
86454,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86455,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,5000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,5000.0,wa
86456,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86458,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86460,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
86462,39271,St Marys Girls School,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1000.0,L,W205,39271,St Marys Girls School,1000.0,wa
86464,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2000.0,L,W205,39303,CSBP #1 AN PLANT,2000.0,wa
86465,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,10082,AUSTRALIND-W Corp,10500.0,wa
86466,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
86469,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86470,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86471,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86474,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
86475,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,10075,SUBIACO-W Corp,10500.0,wa
86476,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86477,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86478,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86479,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86480,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86481,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,4900.0,L,W205,39388,YOKINE WTP-W Corp,4900.0,wa
86482,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-02,1600.0,L,W205,39315,BALCATTA WTP-W Corp,1600.0,wa
86483,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1500.0,L,W205,39286,Ballajura Aquatic Centre - Swan SC,1500.0,wa
86484,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86486,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,5000.0,L,W205,39338,HARVEY-W Corp,5000.0,wa
86488,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10000.0,L,W205,39384,WOODMAN PT WA21- Do not use,10000.0,wa
86489,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2000.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,2000.0,wa
86490,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2100.0,L,W205,39345,L5 PUMP STN-W Corp,2100.0,wa
86491,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1600.0,L,W205,39335,GREENMOUNT-W Corp,1600.0,wa
86492,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,6000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,6000.0,wa
86493,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,41353,CSBP #2 AN PLANT,3000.0,wa
86494,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86495,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86496,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86497,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10000.0,L,W205,39384,WOODMAN PT WA21- Do not use,10000.0,wa
86498,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,5000.0,L,W205,39388,YOKINE WTP-W Corp,5000.0,wa
86499,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,48180,BEENYUP GWRT-W Corp,4000.0,wa
86502,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,41954,CSBP #2 Prill Plant,1000.0,wa
86503,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1600.0,L,W205,39357,MT ELIZA-W Corp,1600.0,wa
86504,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1900.0,L,W205,39352,MELVILLE-W Corp,1900.0,wa
86505,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1700.0,L,W205,39354,MIRRABOOKA (Hypo)-W Corp,1700.0,wa
86506,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2700.0,L,W205,39318,BOLD PARK 2 WTP-W Corp,2700.0,wa
86507,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2900.0,L,W205,39315,BALCATTA WTP-W Corp,2900.0,wa
86511,4590,Midland Chemicals,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,4591,Midland Chemicals,4000.0,wa
86512,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10000.0,L,W205,39221,A Plus Chemicals & Fragrances,10000.0,wa
86515,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86517,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86518,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86519,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86520,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86522,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4200.0,L,W205,39345,L5 PUMP STN-W Corp,4200.0,wa
86524,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86526,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86527,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,6000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,6000.0,wa
86528,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,41353,CSBP #2 AN PLANT,3000.0,wa
86529,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86531,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,10082,AUSTRALIND-W Corp,10500.0,wa
86532,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86533,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86534,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
86535,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,1000.0,wa
86536,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86537,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86538,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86539,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86540,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
86542,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,39388,YOKINE WTP-W Corp,4000.0,wa
86543,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,500.0,L,W205,39380,WHITFORDS WACWA-W Corp,500.0,wa
86544,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2900.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,2900.0,wa
86545,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,400.0,L,W205,39321,BUCKLAND HILL-W Corp,400.0,wa
86546,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1700.0,L,W205,39315,BALCATTA WTP-W Corp,1700.0,wa
86547,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10000.0,L,W205,30847,KWINANA (KWRP)-W Corp,10000.0,wa
86548,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86550,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86551,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,6000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,6000.0,wa
86552,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,41353,CSBP #2 AN PLANT,3000.0,wa
86553,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86554,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86557,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10000.0,L,W205,39221,A Plus Chemicals & Fragrances,10000.0,wa
86559,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1600.0,L,W205,39357,MT ELIZA-W Corp,1600.0,wa
86560,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3800.0,L,W205,39388,YOKINE WTP-W Corp,3800.0,wa
86561,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2600.0,L,W205,39352,MELVILLE-W Corp,2600.0,wa
86562,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1700.0,L,W205,39354,MIRRABOOKA (Hypo)-W Corp,1700.0,wa
86563,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39318,BOLD PARK 2 WTP-W Corp,3000.0,wa
86564,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2900.0,L,W205,39315,BALCATTA WTP-W Corp,2900.0,wa
