,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,state of Sold-To Party
177769,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-09-13,2700.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
178014,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-09-05,1000.0,L,N106,6086,Big Splash,act
178017,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-09-05,3200.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
178018,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-09-05,3500.0,L,N106,36131,Canberra Olympic Pool,act
178395,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-08-23,2200.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
178396,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-08-23,2200.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
178796,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-08-09,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
179016,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-08-02,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
179017,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-08-02,4000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
179018,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-08-02,2500.0,L,N106,5795,Australian Institute of Sport,act
179019,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-08-02,4300.0,L,N106,5795,Australian Institute of Sport,act
179020,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-08-02,1500.0,L,N106,27936,Australian Defence Force Academy,act
179773,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-07-05,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
179774,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-07-05,1900.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
179775,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-07-05,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
180404,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-06-14,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
180405,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-06-14,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
180408,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-06-14,2500.0,L,N106,36131,Canberra Olympic Pool,act
180409,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-06-14,1500.0,L,N106,6086,Big Splash,act
180762,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-05-31,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
180764,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-05-31,1200.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
181138,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-05-17,1500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
181139,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-05-17,2000.0,L,N106,36131,Canberra Olympic Pool,act
181140,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-05-17,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
181142,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-05-17,3400.0,L,N106,5795,Australian Institute of Sport,act
181143,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-05-17,3000.0,L,N106,5795,Australian Institute of Sport,act
181504,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-05-03,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
181505,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-05-03,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
181898,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-04-19,1200.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
181899,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-04-19,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
182314,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-04-05,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
182315,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-04-05,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
182316,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-04-05,2400.0,L,N106,19334,Royal Millitary College Duntroon,act
182544,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-29,1800.0,L,N106,36131,Canberra Olympic Pool,act
182545,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-29,4500.0,L,N106,5795,Australian Institute of Sport,act
182797,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-22,3000.0,L,N106,36131,Canberra Olympic Pool,act
182798,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-22,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
182799,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-22,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
182804,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-22,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
183287,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-08,1000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
183290,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-08,1000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
183292,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-08,1700.0,L,N106,6086,Big Splash,act
183300,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-08,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
183531,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-01,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
183532,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-01,1800.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
183535,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-03-01,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
183821,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-21,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
183822,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-21,4000.0,L,N106,36131,Canberra Olympic Pool,act
183844,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-21,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
184087,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-15,2000.0,L,N106,36131,Canberra Olympic Pool,act
184088,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-15,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
184089,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-15,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
184094,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-15,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
184341,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-10,2000.0,L,N106,5795,Australian Institute of Sport,act
184342,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-10,4300.0,L,N106,5795,Australian Institute of Sport,act
184363,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-08,2000.0,L,N106,6086,Big Splash,act
184366,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-08,2400.0,L,N106,19334,Royal Millitary College Duntroon,act
184370,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-08,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
184661,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-01,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
184662,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-01,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
184663,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-01,1000.0,L,N106,36131,Canberra Olympic Pool,act
184669,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-02-01,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
184917,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-25,1500.0,L,N106,27936,Australian Defence Force Academy,act
184919,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-25,1000.0,L,N106,36131,Canberra Olympic Pool,act
184921,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-25,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
184922,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-25,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
184925,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-25,4500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
185241,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-18,2000.0,L,N106,36131,Canberra Olympic Pool,act
185242,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-18,1700.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
185243,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-18,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
185245,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-18,2000.0,L,N106,6086,Big Splash,act
185249,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-18,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
185569,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-11,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
185572,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-11,2400.0,L,N106,19334,Royal Millitary College Duntroon,act
185836,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-04,4000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
185839,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-04,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
185840,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-04,1500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
185841,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2014-01-04,3000.0,L,N106,36131,Canberra Olympic Pool,act
186278,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-21,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
186279,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-21,3000.0,L,N106,36131,Canberra Olympic Pool,act
186280,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-21,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
186281,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-21,2563.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
186619,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-14,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
186620,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-14,2000.0,L,N106,5795,Australian Institute of Sport,act
186621,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-14,4500.0,L,N106,5795,Australian Institute of Sport,act
186623,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-14,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
186630,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-14,1000.0,L,N106,6086,Big Splash,act
186870,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-07,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
186872,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-07,3000.0,L,N106,36131,Canberra Olympic Pool,act
186873,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-07,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
186874,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-12-07,3000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
187133,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-30,1500.0,L,N106,36131,Canberra Olympic Pool,act
187138,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-30,2000.0,L,N106,6086,Big Splash,act
187139,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-30,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
187140,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-30,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
187141,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-30,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
187142,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-30,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
187654,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-16,1600.0,L,N106,36131,Canberra Olympic Pool,act
187655,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-16,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
187657,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-16,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
187918,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-09,3000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
187919,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-09,4000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
187924,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-09,1500.0,L,N106,6086,Big Splash,act
188190,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-02,2500.0,L,N106,36131,Canberra Olympic Pool,act
188202,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-11-02,4000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
188417,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-26,1000.0,L,N106,36131,Canberra Olympic Pool,act
188418,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-26,1500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
188419,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-26,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
188421,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-26,2000.0,L,N106,5795,Australian Institute of Sport,act
188422,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-26,4500.0,L,N106,5795,Australian Institute of Sport,act
188423,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-26,1200.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
188928,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-12,1500.0,L,N106,6086,Big Splash,act
188931,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-12,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
188932,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-12,1000.0,L,N106,27936,Australian Defence Force Academy,act
188933,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-12,2600.0,L,N106,19334,Royal Millitary College Duntroon,act
188935,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-12,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
188936,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-10-12,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
189573,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-09-21,1000.0,L,N106,36131,Canberra Olympic Pool,act
189574,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-09-21,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
189575,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-09-21,1500.0,L,N106,6086,Big Splash,act
189576,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-09-21,2800.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
189577,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-09-21,4500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
189976,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-09-07,3000.0,L,N106,5795,Australian Institute of Sport,act
189977,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-09-07,3500.0,L,N106,5795,Australian Institute of Sport,act
189978,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-09-07,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
189979,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-09-07,1000.0,L,N106,27936,Australian Defence Force Academy,act
190333,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-08-23,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
190334,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-08-23,1500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
190335,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-08-23,1500.0,L,N106,6086,Big Splash,act
190336,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-08-23,1000.0,L,N106,36131,Canberra Olympic Pool,act
190624,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-08-10,3200.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
190625,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-08-10,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
190626,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-08-10,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
190915,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-07-27,2500.0,L,N106,36131,Canberra Olympic Pool,act
190916,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-07-27,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
190917,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-07-27,4400.0,L,N106,5795,Australian Institute of Sport,act
191210,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-07-13,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
191211,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-07-13,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
191212,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-07-13,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
191634,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-06-22,4500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
192014,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-06-04,2800.0,L,N106,5795,Australian Institute of Sport,act
192015,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-06-04,2000.0,L,N106,5795,Australian Institute of Sport,act
192016,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-06-04,1000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
192017,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-06-04,1000.0,L,N106,6086,Big Splash,act
192036,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-06-04,1200.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
192241,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-05-25,2000.0,L,N106,36131,Canberra Olympic Pool,act
192243,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-05-25,3500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
192244,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-05-25,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
192770,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-05-04,3000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
192772,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-05-04,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
192774,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-05-04,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
193130,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-04-20,4000.0,L,N106,5795,Australian Institute of Sport,act
193131,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-04-20,4000.0,L,N106,5795,Australian Institute of Sport,act
193132,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-04-20,3000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
